Reviewer_ID,Reviewee_1_ID,Reviewee_1_Story,Reviewee_2_ID,Reviewee_2_Story,Reviewee_3_ID,Reviewee_3_Story
433541,310798,ボールが天井に刺さった。重力が歪んでいる。スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。プロの技を見せつける時が来た。,707553,店員がアサシンだった。猫が横切った。しかし、指が抜けなくなった。実はボールは爆弾だった。ガーターに吸い込まれる。,668057,しかし靴紐がほどけていた。隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。ピンが逃げ出した。
992471,338847,ストライクが出ると爆発する。しかし、指が抜けなくなった。スナイパーは微笑んだ。ボールが天井に刺さった。ピンが逃げ出した。,815821,狙撃銃を取り出した。実はボールは爆弾だった。彼は静かにボールを構えた。隣のレーンから悲鳴が聞こえる。ガーターに吸い込まれる。これはボウリングではない。,420658,誰も見ていない。彼は静かにボールを構えた。狙撃銃を取り出した。隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。しかし、指が抜けなくなった。
668057,138386,しかし、指が抜けなくなった。筋肉痛がひどい。彼は静かにボールを構えた。,516165,これはボウリングではない。プロの技を見せつける時が来た。誰も見ていない。筋肉痛がひどい。ストライクが出ると爆発する。彼は静かにボールを構えた。,338847,ストライクが出ると爆発する。しかし、指が抜けなくなった。スナイパーは微笑んだ。ボールが天井に刺さった。ピンが逃げ出した。
377109,892321,全ては幻覚だったのかもしれない。実はボールは爆弾だった。ストライクが出ると爆発する。誰も見ていない。,634866,店員がアサシンだった。誰も見ていない。猫が横切った。,338847,ストライクが出ると爆発する。しかし、指が抜けなくなった。スナイパーは微笑んだ。ボールが天井に刺さった。ピンが逃げ出した。
954688,151158,狙撃銃を取り出した。しかし靴紐がほどけていた。スナイパーは微笑んだ。ピンが逃げ出した。ボールが天井に刺さった。,861279,狙撃銃を取り出した。実はボールは爆弾だった。全ては幻覚だったのかもしれない。彼は静かにボールを構えた。ストライクが出ると爆発する。誰も見ていない。,540495,実はボールは爆弾だった。ボールが天井に刺さった。しかし靴紐がほどけていた。狙撃銃を取り出した。全ては幻覚だったのかもしれない。隣のレーンから悲鳴が聞こえる。
269688,922360,隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。スコアはゼロだ。ストライクが出ると爆発する。,668057,しかし靴紐がほどけていた。隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。ピンが逃げ出した。,992471,プロの技を見せつける時が来た。しかし、指が抜けなくなった。スコアはゼロだ。全ては幻覚だったのかもしれない。
861279,269688,全ては幻覚だったのかもしれない。筋肉痛がひどい。実はボールは爆弾だった。ガーターに吸い込まれる。しかし、指が抜けなくなった。ピンが逃げ出した。,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。,138386,しかし、指が抜けなくなった。筋肉痛がひどい。彼は静かにボールを構えた。
892321,372164,ボールが天井に刺さった。プロの技を見せつける時が来た。ストライクが出ると爆発する。ピンが逃げ出した。隣のレーンから悲鳴が聞こえる。誰も見ていない。,814905,ガーターに吸い込まれる。彼は静かにボールを構えた。猫が横切った。,992471,プロの技を見せつける時が来た。しかし、指が抜けなくなった。スコアはゼロだ。全ては幻覚だったのかもしれない。
707553,640034,ピンが逃げ出した。誰も見ていない。隣のレーンから悲鳴が聞こえる。しかし、指が抜けなくなった。,260674,スナイパーは微笑んだ。筋肉痛がひどい。狙撃銃を取り出した。重力が歪んでいる。彼は静かにボールを構えた。,366289,猫が横切った。実はボールは爆弾だった。狙撃銃を取り出した。ピンが逃げ出した。
516165,757864,隣のレーンから悲鳴が聞こえる。筋肉痛がひどい。実はボールは爆弾だった。,293310,重力が歪んでいる。しかし、指が抜けなくなった。猫が横切った。これはボウリングではない。彼は静かにボールを構えた。,151158,狙撃銃を取り出した。しかし靴紐がほどけていた。スナイパーは微笑んだ。ピンが逃げ出した。ボールが天井に刺さった。
962629,159847,スナイパーは微笑んだ。隣のレーンから悲鳴が聞こえる。実はボールは爆弾だった。ピンが逃げ出した。猫が横切った。筋肉痛がひどい。,138386,しかし、指が抜けなくなった。筋肉痛がひどい。彼は静かにボールを構えた。,306810,これはボウリングではない。プロの技を見せつける時が来た。ストライクが出ると爆発する。誰も見ていない。ピンが逃げ出した。店員がアサシンだった。
973277,540495,実はボールは爆弾だった。ボールが天井に刺さった。しかし靴紐がほどけていた。狙撃銃を取り出した。全ては幻覚だったのかもしれない。隣のレーンから悲鳴が聞こえる。,815821,狙撃銃を取り出した。実はボールは爆弾だった。彼は静かにボールを構えた。隣のレーンから悲鳴が聞こえる。ガーターに吸い込まれる。これはボウリングではない。,433541,スナイパーは微笑んだ。しかし靴紐がほどけていた。狙撃銃を取り出した。
949354,752076,プロの技を見せつける時が来た。猫が横切った。これはボウリングではない。実はボールは爆弾だった。,962629,しかし靴紐がほどけていた。しかし、指が抜けなくなった。狙撃銃を取り出した。誰も見ていない。ストライクが出ると爆発する。,293310,重力が歪んでいる。しかし、指が抜けなくなった。猫が横切った。これはボウリングではない。彼は静かにボールを構えた。
260674,922360,隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。スコアはゼロだ。ストライクが出ると爆発する。,538418,彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。しかし靴紐がほどけていた。店員がアサシンだった。隣のレーンから悲鳴が聞こえる。,815821,狙撃銃を取り出した。実はボールは爆弾だった。彼は静かにボールを構えた。隣のレーンから悲鳴が聞こえる。ガーターに吸い込まれる。これはボウリングではない。
408784,516165,これはボウリングではない。プロの技を見せつける時が来た。誰も見ていない。筋肉痛がひどい。ストライクが出ると爆発する。彼は静かにボールを構えた。,260674,スナイパーは微笑んだ。筋肉痛がひどい。狙撃銃を取り出した。重力が歪んでいる。彼は静かにボールを構えた。,752076,プロの技を見せつける時が来た。猫が横切った。これはボウリングではない。実はボールは爆弾だった。
138386,538418,彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。しかし靴紐がほどけていた。店員がアサシンだった。隣のレーンから悲鳴が聞こえる。,861279,狙撃銃を取り出した。実はボールは爆弾だった。全ては幻覚だったのかもしれない。彼は静かにボールを構えた。ストライクが出ると爆発する。誰も見ていない。,269688,全ては幻覚だったのかもしれない。筋肉痛がひどい。実はボールは爆弾だった。ガーターに吸い込まれる。しかし、指が抜けなくなった。ピンが逃げ出した。
420658,971339,彼は静かにボールを構えた。スナイパーは微笑んだ。ストライクが出ると爆発する。これはボウリングではない。隣のレーンから悲鳴が聞こえる。,861279,狙撃銃を取り出した。実はボールは爆弾だった。全ては幻覚だったのかもしれない。彼は静かにボールを構えた。ストライクが出ると爆発する。誰も見ていない。,962189,スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。これはボウリングではない。全ては幻覚だったのかもしれない。
892380,962189,スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。これはボウリングではない。全ては幻覚だったのかもしれない。,814905,ガーターに吸い込まれる。彼は静かにボールを構えた。猫が横切った。,420658,誰も見ていない。彼は静かにボールを構えた。狙撃銃を取り出した。隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。しかし、指が抜けなくなった。
815821,668057,しかし靴紐がほどけていた。隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。ピンが逃げ出した。,716662,重力が歪んでいる。しかし靴紐がほどけていた。狙撃銃を取り出した。実はボールは爆弾だった。,819340,全ては幻覚だったのかもしれない。しかし靴紐がほどけていた。猫が横切った。ガーターに吸い込まれる。
384843,151158,狙撃銃を取り出した。しかし靴紐がほどけていた。スナイパーは微笑んだ。ピンが逃げ出した。ボールが天井に刺さった。,892321,全ては幻覚だったのかもしれない。実はボールは爆弾だった。ストライクが出ると爆発する。誰も見ていない。,971339,彼は静かにボールを構えた。スナイパーは微笑んだ。ストライクが出ると爆発する。これはボウリングではない。隣のレーンから悲鳴が聞こえる。
224456,269688,全ては幻覚だったのかもしれない。筋肉痛がひどい。実はボールは爆弾だった。ガーターに吸い込まれる。しかし、指が抜けなくなった。ピンが逃げ出した。,640034,ピンが逃げ出した。誰も見ていない。隣のレーンから悲鳴が聞こえる。しかし、指が抜けなくなった。,815821,狙撃銃を取り出した。実はボールは爆弾だった。彼は静かにボールを構えた。隣のレーンから悲鳴が聞こえる。ガーターに吸い込まれる。これはボウリングではない。
205080,310798,ボールが天井に刺さった。重力が歪んでいる。スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。プロの技を見せつける時が来た。,133338,狙撃銃を取り出した。しかし靴紐がほどけていた。筋肉痛がひどい。猫が横切った。これはボウリングではない。,340750,狙撃銃を取り出した。誰も見ていない。店員がアサシンだった。プロの技を見せつける時が来た。しかし、指が抜けなくなった。
538418,114435,筋肉痛がひどい。これはボウリングではない。しかし靴紐がほどけていた。ガーターに吸い込まれる。ピンが逃げ出した。実はボールは爆弾だった。,949354,ストライクが出ると爆発する。重力が歪んでいる。しかし靴紐がほどけていた。,366289,猫が横切った。実はボールは爆弾だった。狙撃銃を取り出した。ピンが逃げ出した。
962189,954688,誰も見ていない。彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。これはボウリングではない。店員がアサシンだった。,668057,しかし靴紐がほどけていた。隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。ピンが逃げ出した。,315307,隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。誰も見ていない。ストライクが出ると爆発する。これはボウリングではない。彼は静かにボールを構えた。
340750,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。,815821,狙撃銃を取り出した。実はボールは爆弾だった。彼は静かにボールを構えた。隣のレーンから悲鳴が聞こえる。ガーターに吸い込まれる。これはボウリングではない。,269688,全ては幻覚だったのかもしれない。筋肉痛がひどい。実はボールは爆弾だった。ガーターに吸い込まれる。しかし、指が抜けなくなった。ピンが逃げ出した。
971339,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。,861279,狙撃銃を取り出した。実はボールは爆弾だった。全ては幻覚だったのかもしれない。彼は静かにボールを構えた。ストライクが出ると爆発する。誰も見ていない。,340750,狙撃銃を取り出した。誰も見ていない。店員がアサシンだった。プロの技を見せつける時が来た。しかし、指が抜けなくなった。
808708,892380,重力が歪んでいる。ガーターに吸い込まれる。スナイパーは微笑んだ。猫が横切った。,819340,全ては幻覚だったのかもしれない。しかし靴紐がほどけていた。猫が横切った。ガーターに吸い込まれる。,310798,ボールが天井に刺さった。重力が歪んでいる。スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。プロの技を見せつける時が来た。
159847,962189,スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。これはボウリングではない。全ては幻覚だったのかもしれない。,962629,しかし靴紐がほどけていた。しかし、指が抜けなくなった。狙撃銃を取り出した。誰も見ていない。ストライクが出ると爆発する。,538418,彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。しかし靴紐がほどけていた。店員がアサシンだった。隣のレーンから悲鳴が聞こえる。
922360,260674,スナイパーは微笑んだ。筋肉痛がひどい。狙撃銃を取り出した。重力が歪んでいる。彼は静かにボールを構えた。,315307,隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。誰も見ていない。ストライクが出ると爆発する。これはボウリングではない。彼は静かにボールを構えた。,892380,重力が歪んでいる。ガーターに吸い込まれる。スナイパーは微笑んだ。猫が横切った。
306810,293310,重力が歪んでいる。しかし、指が抜けなくなった。猫が横切った。これはボウリングではない。彼は静かにボールを構えた。,634866,店員がアサシンだった。誰も見ていない。猫が横切った。,757864,隣のレーンから悲鳴が聞こえる。筋肉痛がひどい。実はボールは爆弾だった。
819340,954688,誰も見ていない。彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。これはボウリングではない。店員がアサシンだった。,814905,ガーターに吸い込まれる。彼は静かにボールを構えた。猫が横切った。,310798,ボールが天井に刺さった。重力が歪んでいる。スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。プロの技を見せつける時が来た。
567544,962629,しかし靴紐がほどけていた。しかし、指が抜けなくなった。狙撃銃を取り出した。誰も見ていない。ストライクが出ると爆発する。,151158,狙撃銃を取り出した。しかし靴紐がほどけていた。スナイパーは微笑んだ。ピンが逃げ出した。ボールが天井に刺さった。,716662,重力が歪んでいる。しかし靴紐がほどけていた。狙撃銃を取り出した。実はボールは爆弾だった。
612120,138386,しかし、指が抜けなくなった。筋肉痛がひどい。彼は静かにボールを構えた。,962629,しかし靴紐がほどけていた。しかし、指が抜けなくなった。狙撃銃を取り出した。誰も見ていない。ストライクが出ると爆発する。,306810,これはボウリングではない。プロの技を見せつける時が来た。ストライクが出ると爆発する。誰も見ていない。ピンが逃げ出した。店員がアサシンだった。
372164,340750,狙撃銃を取り出した。誰も見ていない。店員がアサシンだった。プロの技を見せつける時が来た。しかし、指が抜けなくなった。,892380,重力が歪んでいる。ガーターに吸い込まれる。スナイパーは微笑んだ。猫が横切った。,310798,ボールが天井に刺さった。重力が歪んでいる。スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。プロの技を見せつける時が来た。
832056,293310,重力が歪んでいる。しかし、指が抜けなくなった。猫が横切った。これはボウリングではない。彼は静かにボールを構えた。,640034,ピンが逃げ出した。誰も見ていない。隣のレーンから悲鳴が聞こえる。しかし、指が抜けなくなった。,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。
151158,634866,店員がアサシンだった。誰も見ていない。猫が横切った。,224456,筋肉痛がひどい。ストライクが出ると爆発する。ピンが逃げ出した。猫が横切った。狙撃銃を取り出した。,377109,誰も見ていない。重力が歪んでいる。ガーターに吸い込まれる。スコアはゼロだ。
640034,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。,668057,しかし靴紐がほどけていた。隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。ピンが逃げ出した。,224456,筋肉痛がひどい。ストライクが出ると爆発する。ピンが逃げ出した。猫が横切った。狙撃銃を取り出した。
114435,971339,彼は静かにボールを構えた。スナイパーは微笑んだ。ストライクが出ると爆発する。これはボウリングではない。隣のレーンから悲鳴が聞こえる。,892380,重力が歪んでいる。ガーターに吸い込まれる。スナイパーは微笑んだ。猫が横切った。,954688,誰も見ていない。彼は静かにボールを構えた。スナイパーは微笑んだ。スコアはゼロだ。これはボウリングではない。店員がアサシンだった。
540495,260674,スナイパーは微笑んだ。筋肉痛がひどい。狙撃銃を取り出した。重力が歪んでいる。彼は静かにボールを構えた。,640034,ピンが逃げ出した。誰も見ていない。隣のレーンから悲鳴が聞こえる。しかし、指が抜けなくなった。,366289,猫が横切った。実はボールは爆弾だった。狙撃銃を取り出した。ピンが逃げ出した。
814905,224456,筋肉痛がひどい。ストライクが出ると爆発する。ピンが逃げ出した。猫が横切った。狙撃銃を取り出した。,260674,スナイパーは微笑んだ。筋肉痛がひどい。狙撃銃を取り出した。重力が歪んでいる。彼は静かにボールを構えた。,757864,隣のレーンから悲鳴が聞こえる。筋肉痛がひどい。実はボールは爆弾だった。
133338,567544,重力が歪んでいる。ガーターに吸い込まれる。筋肉痛がひどい。スコアはゼロだ。しかし靴紐がほどけていた。猫が横切った。,971339,彼は静かにボールを構えた。スナイパーは微笑んだ。ストライクが出ると爆発する。これはボウリングではない。隣のレーンから悲鳴が聞こえる。,757864,隣のレーンから悲鳴が聞こえる。筋肉痛がひどい。実はボールは爆弾だった。
310798,306810,これはボウリングではない。プロの技を見せつける時が来た。ストライクが出ると爆発する。誰も見ていない。ピンが逃げ出した。店員がアサシンだった。,516165,これはボウリングではない。プロの技を見せつける時が来た。誰も見ていない。筋肉痛がひどい。ストライクが出ると爆発する。彼は静かにボールを構えた。,420658,誰も見ていない。彼は静かにボールを構えた。狙撃銃を取り出した。隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。しかし、指が抜けなくなった。
757864,707553,店員がアサシンだった。猫が横切った。しかし、指が抜けなくなった。実はボールは爆弾だった。ガーターに吸い込まれる。,138386,しかし、指が抜けなくなった。筋肉痛がひどい。彼は静かにボールを構えた。,338847,ストライクが出ると爆発する。しかし、指が抜けなくなった。スナイパーは微笑んだ。ボールが天井に刺さった。ピンが逃げ出した。
315307,151158,狙撃銃を取り出した。しかし靴紐がほどけていた。スナイパーは微笑んだ。ピンが逃げ出した。ボールが天井に刺さった。,832056,猫が横切った。ガーターに吸い込まれる。彼は静かにボールを構えた。ピンが逃げ出した。ストライクが出ると爆発する。しかし、指が抜けなくなった。,420658,誰も見ていない。彼は静かにボールを構えた。狙撃銃を取り出した。隣のレーンから悲鳴が聞こえる。ボールが天井に刺さった。しかし、指が抜けなくなった。
634866,338847,ストライクが出ると爆発する。しかし、指が抜けなくなった。スナイパーは微笑んだ。ボールが天井に刺さった。ピンが逃げ出した。,114435,筋肉痛がひどい。これはボウリングではない。しかし靴紐がほどけていた。ガーターに吸い込まれる。ピンが逃げ出した。実はボールは爆弾だった。,159847,スナイパーは微笑んだ。隣のレーンから悲鳴が聞こえる。実はボールは爆弾だった。ピンが逃げ出した。猫が横切った。筋肉痛がひどい。
293310,114435,筋肉痛がひどい。これはボウリングではない。しかし靴紐がほどけていた。ガーターに吸い込まれる。ピンが逃げ出した。実はボールは爆弾だった。,971339,彼は静かにボールを構えた。スナイパーは微笑んだ。ストライクが出ると爆発する。これはボウリングではない。隣のレーンから悲鳴が聞こえる。,962189,スコアはゼロだ。誰も見ていない。しかし、指が抜けなくなった。これはボウリングではない。全ては幻覚だったのかもしれない。
366289,408784,これはボウリングではない。重力が歪んでいる。誰も見ていない。ストライクが出ると爆発する。ボールが天井に刺さった。全ては幻覚だったのかもしれない。,707553,店員がアサシンだった。猫が横切った。しかし、指が抜けなくなった。実はボールは爆弾だった。ガーターに吸い込まれる。,612120,しかし靴紐がほどけていた。狙撃銃を取り出した。スコアはゼロだ。重力が歪んでいる。猫が横切った。
716662,567544,重力が歪んでいる。ガーターに吸い込まれる。筋肉痛がひどい。スコアはゼロだ。しかし靴紐がほどけていた。猫が横切った。,269688,全ては幻覚だったのかもしれない。筋肉痛がひどい。実はボールは爆弾だった。ガーターに吸い込まれる。しかし、指が抜けなくなった。ピンが逃げ出した。,752076,プロの技を見せつける時が来た。猫が横切った。これはボウリングではない。実はボールは爆弾だった。
338847,377109,誰も見ていない。重力が歪んでいる。ガーターに吸い込まれる。スコアはゼロだ。,892321,全ては幻覚だったのかもしれない。実はボールは爆弾だった。ストライクが出ると爆発する。誰も見ていない。,516165,これはボウリングではない。プロの技を見せつける時が来た。誰も見ていない。筋肉痛がひどい。ストライクが出ると爆発する。彼は静かにボールを構えた。
752076,133338,狙撃銃を取り出した。しかし靴紐がほどけていた。筋肉痛がひどい。猫が横切った。これはボウリングではない。,962629,しかし靴紐がほどけていた。しかし、指が抜けなくなった。狙撃銃を取り出した。誰も見ていない。ストライクが出ると爆発する。,315307,隣のレーンから悲鳴が聞こえる。スナイパーは微笑んだ。誰も見ていない。ストライクが出ると爆発する。これはボウリングではない。彼は静かにボールを構えた。
